id,edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,satisfaccion_entorno,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual
966,32,0,Travel_Rarely,Research & Development,3,Universitaria,Medical,Alta,Alta,2,Manufacturing Director,Alta,Married,6725,1,No,12,Alta,Alta,1,8,2,8,6,3
967,36,1,Travel_Rarely,Sales,3,Secundaria,Life Sciences,Alta,Media,3,Sales Executive,Media,Married,10325,1,Yes,11,Alta,Baja,1,16,6,16,3,7
969,33,0,Travel_Rarely,Research & Development,1,Secundaria,Life Sciences,Media,Media,2,Healthcare Representative,Media,Single,6949,0,No,14,Alta,Baja,0,6,3,5,1,4
970,37,1,Travel_Rarely,Sales,1,Secundaria,Life Sciences,Baja,Media,3,Sales Executive,Media,Married,10609,5,No,11,Alta,Alta,0,17,2,14,11,7
972,45,0,Non-Travel,Research & Development,4,Universitaria,Life Sciences,Alta,Alta,2,Laboratory Technician,Alta,Married,4447,1,No,12,Alta,Media,0,9,5,9,0,8
974,29,0,Travel_Frequently,Sales,20,Universitaria,Technical Degree,Alta,Alta,1,Sales Representative,Alta,Married,2157,1,No,15,Alta,Media,1,3,5,3,0,2
975,35,0,Travel_Rarely,Sales,18,Universitaria,Medical,Alta,Alta,2,Sales Executive,Alta,Married,4601,1,No,16,Alta,Media,0,5,3,5,1,0
976,52,0,Travel_Rarely,Research & Development,1,Universitaria,Life Sciences,Muy_Alta,Alta,4,Manager,Alta,Married,17099,2,No,15,Alta,Media,1,26,2,9,7,8
977,58,1,Travel_Rarely,Research & Development,2,Universitaria,Technical Degree,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2479,4,No,24,Muy_Alta,Baja,0,7,4,1,0,0
981,53,0,Travel_Rarely,Sales,2,Universitaria,Medical,Alta,Alta,4,Manager,Alta,Divorced,14852,6,No,13,Alta,Alta,1,22,3,17,15,2
982,30,0,Travel_Rarely,Sales,8,Universitaria,Other,Alta,Alta,3,Sales Executive,Alta,Divorced,7264,5,No,11,Alta,Baja,1,10,2,8,7,7
983,38,0,Non-Travel,Sales,10,Universitaria,Technical Degree,Alta,Alta,2,Sales Executive,Alta,Single,5666,1,Yes,13,Alta,Media,0,6,1,5,1,3
984,35,0,Travel_Rarely,Sales,3,Universitaria,Life Sciences,Muy_Alta,Alta,3,Sales Executive,Alta,Divorced,7823,6,No,13,Alta,Media,1,12,2,10,0,8
985,39,0,Travel_Rarely,Sales,2,Universitaria,Life Sciences,Baja,Muy_Alta,3,Sales Executive,Muy_Alta,Single,7880,0,No,18,Alta,Muy_Alta,0,9,3,8,0,7
986,40,1,Non-Travel,Sales,24,Master,Life Sciences,Media,Muy_Alta,4,Sales Executive,Muy_Alta,Single,13194,4,Yes,16,Alta,Muy_Alta,0,22,2,1,0,0
987,47,0,Travel_Frequently,Research & Development,16,Master,Medical,Alta,Muy_Alta,2,Manufacturing Director,Muy_Alta,Divorced,5067,1,Yes,19,Alta,Alta,0,20,3,19,2,7
990,36,0,Non-Travel,Sales,8,Universitaria,Technical Degree,Baja,Alta,2,Sales Executive,Alta,Divorced,5079,4,No,13,Alta,Muy_Alta,2,12,3,7,0,7
991,31,1,Non-Travel,Research & Development,9,Secundaria,Medical,Alta,Media,1,Research Scientist,Media,Single,2321,0,Yes,22,Muy_Alta,Baja,0,4,0,3,1,2
992,33,0,Non-Travel,Sales,17,Universitaria,Life Sciences,Muy_Alta,Alta,4,Manager,Alta,Single,17444,1,No,11,Alta,Muy_Alta,0,10,2,10,6,0
994,29,1,Travel_Rarely,Research & Development,10,Secundaria,Life Sciences,Muy_Alta,Media,1,Research Scientist,Media,Single,2404,6,Yes,20,Muy_Alta,Alta,0,3,5,0,0,0
995,33,0,Travel_Rarely,Research & Development,13,Universitaria,Life Sciences,Media,Alta,1,Research Scientist,Alta,Single,3452,3,No,18,Alta,Baja,0,5,4,3,0,2
996,45,0,Travel_Rarely,Research & Development,1,Universitaria,Medical,Muy_Alta,Alta,1,Laboratory Technician,Alta,Divorced,2270,3,No,14,Alta,Muy_Alta,2,8,2,5,0,2
997,50,0,Travel_Rarely,Research & Development,1,Universitaria,Medical,Muy_Alta,Alta,4,Research Director,Alta,Divorced,17399,9,No,22,Muy_Alta,Alta,1,32,1,5,1,3
998,33,0,Travel_Frequently,Research & Development,1,Master,Other,Alta,Muy_Alta,2,Healthcare Representative,Muy_Alta,Married,5488,1,Yes,13,Alta,Baja,1,6,2,6,1,2
999,41,0,Travel_Frequently,Research & Development,9,Universitaria,Medical,Baja,Alta,5,Research Director,Alta,Divorced,19419,2,No,17,Alta,Media,1,21,2,18,0,11
1001,27,0,Travel_Rarely,Research & Development,16,Universitaria,Technical Degree,Alta,Alta,1,Laboratory Technician,Alta,Married,2811,9,No,14,Alta,Media,1,4,2,2,2,2
1002,45,0,Non-Travel,Research & Development,23,Universitaria,Life Sciences,Muy_Alta,Alta,2,Laboratory Technician,Alta,Married,3633,1,Yes,15,Alta,Alta,1,9,2,9,0,8
1003,47,0,Travel_Rarely,Sales,4,Universitaria,Life Sciences,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4163,1,Yes,17,Alta,Alta,0,9,0,9,0,7
1004,30,1,Travel_Rarely,Research & Development,22,Universitaria,Life Sciences,Baja,Alta,1,Research Scientist,Alta,Married,2132,4,Yes,11,Alta,Media,0,7,2,5,0,1
1005,50,0,Travel_Rarely,Research & Development,24,Universitaria,Life Sciences,Muy_Alta,Alta,4,Manufacturing Director,Alta,Married,13973,3,Yes,18,Alta,Muy_Alta,1,22,2,12,1,5
1006,38,0,Travel_Frequently,Research & Development,10,Universitaria,Medical,Alta,Alta,1,Research Scientist,Alta,Married,2684,0,No,17,Alta,Media,1,3,0,2,0,2
1007,46,0,Travel_Rarely,Research & Development,7,Universitaria,Medical,Muy_Alta,Alta,3,Manufacturing Director,Alta,Divorced,10845,6,No,13,Alta,Media,1,13,3,8,0,7
1009,24,0,Travel_Rarely,Research & Development,17,Secundaria,Medical,Muy_Alta,Media,2,Manufacturing Director,Media,Divorced,4377,1,No,15,Alta,Media,2,5,6,4,3,2
1010,35,1,Travel_Rarely,Research & Development,14,Universitaria,Other,Alta,Media,1,Laboratory Technician,Media,Divorced,3743,1,Yes,24,Muy_Alta,Muy_Alta,1,5,2,4,0,2
1011,31,0,Travel_Frequently,Research & Development,1,Universitaria,Life Sciences,Alta,Alta,2,Manufacturing Director,Alta,Married,4148,1,No,12,Alta,Alta,1,4,1,4,0,3
1012,18,0,Non-Travel,Research & Development,5,Universitaria,Life Sciences,Media,Alta,1,Research Scientist,Alta,Single,1051,1,No,15,Alta,Muy_Alta,0,0,2,0,0,0
1013,54,0,Travel_Rarely,Research & Development,17,Universitaria,Technical Degree,Alta,Alta,3,Manufacturing Director,Alta,Married,10739,8,No,11,Alta,Alta,1,22,2,10,0,8
1014,35,0,Travel_Rarely,Research & Development,25,Universitaria,Medical,Alta,Alta,3,Healthcare Representative,Alta,Divorced,10388,1,Yes,11,Alta,Alta,1,16,3,16,10,1
1015,30,0,Travel_Rarely,Research & Development,8,Master,Life Sciences,Media,Muy_Alta,3,Research Director,Muy_Alta,Married,11416,0,Yes,12,Alta,Alta,3,9,4,8,1,7
1016,20,1,Travel_Rarely,Research & Development,11,Secundaria,Medical,Muy_Alta,Media,1,Research Scientist,Media,Single,2600,1,Yes,15,Alta,Baja,0,1,2,1,0,0
1017,30,1,Travel_Frequently,Research & Development,5,Universitaria,Medical,Media,Alta,1,Laboratory Technician,Alta,Single,2422,0,No,17,Alta,Baja,0,4,3,3,1,2
1018,26,0,Travel_Rarely,Research & Development,2,Master,Medical,Muy_Alta,Muy_Alta,2,Manufacturing Director,Muy_Alta,Married,5472,1,No,12,Alta,Media,0,8,2,8,1,3
1019,22,0,Travel_Rarely,Research & Development,8,Primaria,Life Sciences,Media,Baja,1,Laboratory Technician,Baja,Married,2451,1,No,15,Alta,Baja,1,4,3,4,1,1
1022,48,0,Travel_Rarely,Research & Development,6,Secundaria,Life Sciences,Baja,Media,2,Healthcare Representative,Media,Single,4240,2,No,13,Alta,Muy_Alta,0,19,0,2,2,2
1024,48,0,Travel_Rarely,Research & Development,4,Secundaria,Life Sciences,Alta,Media,3,Healthcare Representative,Media,Single,10999,7,No,14,Alta,Media,0,27,3,15,4,8
1025,41,0,Travel_Rarely,Research & Development,7,Universitaria,Medical,Muy_Alta,Alta,2,Manufacturing Director,Alta,Single,5003,6,No,14,Alta,Media,0,8,6,2,2,1
1026,39,0,Travel_Rarely,Research & Development,1,Secundaria,Life Sciences,Muy_Alta,Media,4,Manufacturing Director,Alta,Married,12742,1,No,16,Alta,Alta,1,21,3,21,11,8
1027,27,0,Travel_Rarely,Research & Development,2,Universitaria,Life Sciences,Baja,Alta,2,Manufacturing Director,Alta,Married,4227,0,No,18,Alta,Media,1,4,2,3,2,2
1028,35,0,Travel_Rarely,Research & Development,10,Universitaria,Other,Media,Alta,1,Laboratory Technician,Alta,Divorced,3917,1,No,20,Muy_Alta,Baja,1,3,4,3,1,2
1029,42,0,Travel_Rarely,Sales,5,Universitaria,Marketing,Muy_Alta,Alta,5,Manager,Alta,Married,18303,6,No,13,Alta,Media,0,21,3,1,0,0
1030,50,0,Travel_Rarely,Research & Development,9,Universitaria,Life Sciences,Baja,Alta,1,Laboratory Technician,Alta,Married,2380,4,No,18,Alta,Media,0,8,5,1,0,0
1032,59,0,Travel_Rarely,Research & Development,2,Secundaria,Life Sciences,Alta,Media,4,Manufacturing Director,Media,Single,13726,3,Yes,13,Alta,Baja,0,30,4,5,4,3
1033,37,1,Travel_Rarely,Research & Development,11,Universitaria,Medical,Baja,Baja,2,Healthcare Representative,Baja,Married,4777,5,No,15,Alta,Baja,0,15,2,1,0,0
1034,55,0,Travel_Frequently,Research & Development,18,Universitaria,Medical,Alta,Alta,2,Healthcare Representative,Alta,Married,6385,3,Yes,14,Alta,Muy_Alta,2,17,3,8,6,7
1035,41,0,Non-Travel,Research & Development,7,Primaria,Life Sciences,Media,Baja,5,Research Director,Baja,Divorced,19973,1,No,22,Muy_Alta,Media,2,21,3,21,5,10
1036,38,0,Travel_Rarely,Sales,3,Universitaria,Life Sciences,Media,Alta,2,Sales Executive,Alta,Single,6861,8,Yes,12,Alta,Alta,0,19,1,1,0,0
1037,26,1,Non-Travel,Sales,29,Universitaria,Medical,Media,Baja,2,Sales Executive,Baja,Single,4969,8,No,18,Alta,Muy_Alta,0,7,6,2,2,2
1038,52,1,Travel_Rarely,Sales,2,Primaria,Marketing,Baja,Baja,5,Manager,Baja,Married,19845,1,No,15,Alta,Muy_Alta,1,33,3,32,6,9
1039,44,0,Travel_Rarely,Sales,28,Master,Medical,Muy_Alta,Muy_Alta,4,Sales Executive,Muy_Alta,Married,13320,3,Yes,18,Alta,Alta,1,23,2,12,11,11
1040,50,0,Non-Travel,Sales,1,Universitaria,Life Sciences,Muy_Alta,Alta,2,Sales Executive,Alta,Married,6347,0,No,12,Alta,Baja,1,19,3,18,0,13
1042,36,1,Travel_Rarely,Research & Development,16,Master,Life Sciences,Alta,Muy_Alta,1,Laboratory Technician,Muy_Alta,Single,2743,1,No,16,Alta,Alta,0,18,1,17,15,14
1043,39,0,Travel_Frequently,Research & Development,22,Universitaria,Medical,Muy_Alta,Alta,3,Manufacturing Director,Alta,Single,10880,1,Yes,13,Alta,Alta,0,21,2,21,2,8
1044,33,0,Non-Travel,Sales,8,Secundaria,Life Sciences,Media,Media,1,Sales Representative,Media,Single,2342,0,No,19,Alta,Muy_Alta,0,3,2,2,2,2
1045,45,0,Travel_Rarely,Sales,11,Universitaria,Life Sciences,Muy_Alta,Alta,4,Manager,Alta,Married,17650,3,No,13,Alta,Media,1,26,4,9,1,1
1046,32,0,Non-Travel,Research & Development,29,Universitaria,Medical,Muy_Alta,Alta,1,Laboratory Technician,Alta,Single,4025,9,No,12,Alta,Media,0,10,2,8,7,7
1047,34,0,Travel_Rarely,Sales,1,Master,Marketing,Media,Muy_Alta,2,Sales Executive,Muy_Alta,Divorced,9725,0,No,11,Alta,Muy_Alta,1,16,2,15,0,9
1048,59,0,Travel_Rarely,Sales,1,Universitaria,Technical Degree,Media,Alta,3,Manager,Alta,Married,11904,3,Yes,14,Alta,Alta,1,14,1,6,0,4
1049,45,0,Travel_Rarely,Human Resources,24,Universitaria,Medical,Media,Alta,1,Human Resources,Alta,Single,2177,1,No,16,Alta,Baja,0,6,3,6,0,4
1050,53,0,Travel_Frequently,Sales,2,Universitaria,Marketing,Alta,Media,3,Sales Executive,Media,Married,7525,2,No,12,Alta,Baja,1,30,2,15,6,12
1052,36,1,Travel_Rarely,Research & Development,15,Universitaria,Other,Baja,Alta,2,Laboratory Technician,Alta,Divorced,4834,7,No,14,Alta,Media,1,9,3,1,0,0
1053,26,1,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,Baja,Alta,1,Research Scientist,Alta,Married,2042,6,Yes,14,Alta,Media,1,6,2,3,1,2
1055,34,0,Travel_Rarely,Sales,10,Universitaria,Life Sciences,Alta,Alta,1,Sales Representative,Alta,Married,2220,1,Yes,19,Alta,Muy_Alta,1,1,2,1,0,0
1056,28,0,Travel_Rarely,Sales,10,Universitaria,Medical,Muy_Alta,Alta,1,Sales Representative,Alta,Married,1052,1,No,22,Muy_Alta,Media,0,1,5,1,0,0
1060,38,0,Travel_Frequently,Research & Development,3,Universitaria,Other,Alta,Alta,1,Research Scientist,Alta,Married,2821,3,No,16,Alta,Baja,1,8,2,2,2,2
1061,50,0,Travel_Rarely,Research & Development,2,Universitaria,Medical,Media,Alta,5,Research Director,Alta,Married,19237,2,Yes,11,Alta,Muy_Alta,1,29,2,8,7,7
1062,37,0,Travel_Rarely,Research & Development,3,Universitaria,Other,Muy_Alta,Alta,2,Healthcare Representative,Alta,Single,4107,3,No,15,Alta,Baja,0,8,3,4,0,1
1066,40,0,Travel_Rarely,Sales,26,Universitaria,Marketing,Alta,Alta,2,Sales Executive,Alta,Married,8396,1,No,14,Alta,Media,1,8,3,7,7,5
1068,26,0,Travel_Frequently,Research & Development,1,Secundaria,Medical,Baja,Media,1,Research Scientist,Media,Divorced,2007,1,No,13,Alta,Alta,2,5,5,5,1,3
1069,46,0,Travel_Rarely,Research & Development,1,Universitaria,Medical,Muy_Alta,Alta,5,Research Director,Alta,Divorced,19627,9,No,17,Alta,Muy_Alta,2,23,0,2,2,2
1070,54,0,Travel_Rarely,Sales,2,Secundaria,Life Sciences,Alta,Media,3,Sales Executive,Media,Married,10686,6,No,11,Alta,Media,1,13,4,9,7,0
1071,56,0,Travel_Frequently,Research & Development,9,Universitaria,Medical,Baja,Alta,1,Research Scientist,Alta,Married,2942,2,No,19,Alta,Media,1,18,4,5,0,3
1073,36,0,Travel_Rarely,Research & Development,12,Secundaria,Medical,Muy_Alta,Media,3,Manufacturing Director,Media,Single,8858,0,No,11,Alta,Media,0,15,2,14,7,8
1074,55,0,Non-Travel,Research & Development,2,Secundaria,Medical,Alta,Media,4,Manager,Media,Single,16756,7,No,15,Alta,Media,0,31,3,9,6,2
1076,43,0,Travel_Rarely,Sales,25,Secundaria,Medical,Alta,Media,3,Sales Executive,Media,Divorced,10798,5,No,13,Alta,Alta,1,18,5,1,0,0
1077,20,1,Travel_Frequently,Sales,9,Universitaria,Marketing,Muy_Alta,Alta,1,Sales Representative,Alta,Single,2323,1,Yes,14,Alta,Media,0,2,3,2,0,2
1079,21,1,Travel_Rarely,Research & Development,10,Secundaria,Life Sciences,Alta,Media,1,Laboratory Technician,Alta,Single,1416,1,No,13,Alta,Baja,0,1,6,1,1,0
1080,46,0,Travel_Rarely,Research & Development,8,Secundaria,Life Sciences,Muy_Alta,Media,2,Research Scientist,Media,Divorced,4615,8,Yes,23,Muy_Alta,Baja,3,19,2,16,1,7
1081,51,1,Travel_Rarely,Research & Development,4,Universitaria,Life Sciences,Baja,Alta,1,Research Scientist,Alta,Married,2461,9,Yes,12,Alta,Alta,3,18,2,10,2,7
1082,28,1,Non-Travel,Research & Development,24,Secundaria,Technical Degree,Media,Media,3,Healthcare Representative,Media,Single,8722,1,No,12,Alta,Baja,0,10,2,10,1,9
1083,26,0,Travel_Rarely,Research & Development,1,Secundaria,Medical,Baja,Media,1,Laboratory Technician,Media,Married,3955,1,No,16,Alta,Baja,2,6,2,5,1,3
1084,30,0,Travel_Rarely,Research & Development,20,Universitaria,Other,Alta,Alta,2,Manufacturing Director,Alta,Married,9957,0,No,15,Alta,Alta,1,7,1,6,0,2
1085,41,0,Travel_Rarely,Research & Development,7,Master,Technical Degree,Media,Muy_Alta,1,Research Scientist,Muy_Alta,Married,3376,1,No,13,Alta,Alta,0,10,3,10,0,8
1088,38,0,Travel_Rarely,Research & Development,17,Secundaria,Life Sciences,Alta,Media,3,Healthcare Representative,Media,Married,8823,0,No,18,Alta,Baja,1,20,4,19,1,9
1092,40,0,Travel_Rarely,Research & Development,20,Universitaria,Technical Degree,Baja,Alta,3,Healthcare Representative,Alta,Married,10322,4,No,20,Muy_Alta,Muy_Alta,1,14,6,11,11,1
1094,27,0,Non-Travel,Research & Development,8,Primaria,Life Sciences,Baja,Baja,1,Laboratory Technician,Baja,Married,4621,1,No,19,Alta,Muy_Alta,3,3,4,3,1,2
1096,55,0,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,Muy_Alta,Alta,3,Manufacturing Director,Alta,Married,10976,3,No,18,Alta,Media,1,23,4,3,1,2
1097,28,0,Travel_Rarely,Research & Development,10,Universitaria,Other,Alta,Alta,2,Research Scientist,Alta,Single,3660,3,No,13,Alta,Muy_Alta,0,10,4,8,1,7
1098,44,1,Travel_Rarely,Human Resources,1,Secundaria,Medical,Media,Media,3,Human Resources,Media,Married,10482,9,No,14,Alta,Muy_Alta,1,24,1,20,3,6
1099,33,0,Travel_Rarely,Research & Development,5,Universitaria,Life Sciences,Muy_Alta,Media,3,Healthcare Representative,Media,Divorced,7119,4,No,15,Alta,Alta,1,9,2,3,1,2
1100,35,1,Travel_Rarely,Sales,4,Universitaria,Technical Degree,Muy_Alta,Alta,3,Sales Executive,Alta,Single,9582,0,Yes,22,Muy_Alta,Baja,0,9,2,8,4,7
1101,33,1,Travel_Frequently,Research & Development,29,Secundaria,Medical,Baja,Media,2,Research Scientist,Media,Single,4508,1,No,22,Muy_Alta,Media,0,14,4,13,3,8
1102,28,0,Travel_Rarely,Research & Development,15,Universitaria,Life Sciences,Baja,Alta,1,Laboratory Technician,Alta,Divorced,2207,1,No,16,Alta,Muy_Alta,1,4,5,4,2,2
1103,34,0,Travel_Frequently,Research & Development,3,Universitaria,Life Sciences,Baja,Alta,2,Healthcare Representative,Alta,Single,7756,0,No,17,Alta,Alta,0,7,1,6,0,4
1105,37,0,Travel_Rarely,Sales,10,Secundaria,Life Sciences,Muy_Alta,Media,2,Sales Executive,Media,Divorced,6694,2,Yes,14,Alta,Alta,3,8,5,1,0,0
1106,25,1,Travel_Rarely,Research & Development,4,Universitaria,Technical Degree,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,3691,1,Yes,15,Alta,Media,1,7,3,7,5,6
1107,26,1,Travel_Rarely,Research & Development,21,Universitaria,Medical,Baja,Alta,1,Laboratory Technician,Alta,Divorced,2377,1,No,20,Muy_Alta,Alta,1,1,0,1,0,0
1108,33,1,Travel_Rarely,Research & Development,25,Secundaria,Medical,Baja,Media,1,Research Scientist,Media,Single,2313,4,Yes,20,Muy_Alta,Media,0,5,0,2,2,2
1109,42,0,Travel_Rarely,Research & Development,2,Universitaria,Medical,Muy_Alta,Alta,4,Manager,Alta,Married,17665,0,No,17,Alta,Muy_Alta,1,23,3,22,13,7
1111,28,1,Travel_Frequently,Research & Development,1,Secundaria,Medical,Baja,Media,1,Laboratory Technician,Media,Divorced,2596,1,No,15,Alta,Baja,2,1,2,1,0,0
1113,50,1,Travel_Frequently,Sales,1,Universitaria,Other,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4728,3,Yes,14,Alta,Muy_Alta,0,5,4,0,0,0
1114,33,0,Travel_Frequently,Sales,7,Universitaria,Life Sciences,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4302,0,No,17,Alta,Alta,1,4,3,3,0,2
1115,34,0,Non-Travel,Research & Development,3,Secundaria,Life Sciences,Alta,Media,1,Research Scientist,Media,Married,2979,3,No,17,Alta,Muy_Alta,3,6,2,0,0,0
1116,48,0,Non-Travel,Research & Development,1,Master,Medical,Baja,Muy_Alta,4,Manager,Alta,Single,16885,2,No,22,Muy_Alta,Alta,0,27,3,5,2,1
1117,45,0,Non-Travel,Sales,9,Secundaria,Life Sciences,Media,Media,2,Sales Executive,Media,Married,5593,1,No,13,Alta,Muy_Alta,1,15,2,15,4,12
1118,52,0,Travel_Rarely,Research & Development,7,Universitaria,Life Sciences,Media,Alta,3,Healthcare Representative,Alta,Single,10445,7,No,19,Alta,Muy_Alta,0,18,4,8,4,0
1119,38,0,Travel_Rarely,Sales,10,Universitaria,Marketing,Alta,Media,3,Sales Executive,Media,Divorced,8740,0,Yes,14,Alta,Media,2,9,2,8,2,7
1120,29,0,Travel_Rarely,Research & Development,28,Universitaria,Life Sciences,Alta,Alta,1,Research Scientist,Alta,Divorced,2514,4,No,22,Muy_Alta,Baja,1,11,1,7,1,7
1121,28,0,Travel_Rarely,Research & Development,3,Universitaria,Medical,Muy_Alta,Alta,3,Manufacturing Director,Alta,Divorced,7655,0,No,17,Alta,Media,3,10,3,9,1,7
1124,46,0,Travel_Rarely,Sales,3,Universitaria,Marketing,Baja,Alta,4,Manager,Alta,Married,17465,3,No,12,Alta,Muy_Alta,1,23,3,12,4,9
1125,38,0,Travel_Rarely,Sales,2,Universitaria,Marketing,Muy_Alta,Alta,3,Sales Executive,Alta,Single,7351,7,No,16,Alta,Alta,0,10,2,1,0,0
1126,43,0,Travel_Frequently,Research & Development,27,Universitaria,Life Sciences,Alta,Alta,3,Manufacturing Director,Alta,Married,10820,8,No,11,Alta,Alta,1,18,1,8,0,1
1127,39,1,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,Baja,Alta,4,Healthcare Representative,Alta,Divorced,12169,7,No,11,Alta,Muy_Alta,3,21,4,18,11,5
1128,40,0,Travel_Rarely,Research & Development,14,Secundaria,Medical,Alta,Media,5,Research Director,Media,Single,19626,1,No,14,Alta,Baja,0,21,2,20,4,9
1131,21,0,Travel_Rarely,Research & Development,1,Secundaria,Technical Degree,Muy_Alta,Media,1,Research Scientist,Media,Single,2070,1,Yes,11,Alta,Alta,0,2,6,2,2,2
1132,39,0,Non-Travel,Research & Development,9,Universitaria,Life Sciences,Alta,Alta,2,Laboratory Technician,Alta,Single,6782,9,No,15,Alta,Alta,0,9,2,5,0,3
1133,36,0,Non-Travel,Research & Development,18,Universitaria,Life Sciences,Baja,Alta,2,Manufacturing Director,Alta,Single,7779,2,No,20,Muy_Alta,Baja,0,18,0,11,0,9
1135,31,0,Travel_Frequently,Sales,20,Master,Life Sciences,Alta,Muy_Alta,1,Sales Representative,Alta,Married,2791,0,No,12,Alta,Baja,1,3,4,2,2,2
1136,28,0,Travel_Rarely,Research & Development,2,Secundaria,Life Sciences,Baja,Media,1,Research Scientist,Media,Married,3201,0,No,17,Alta,Baja,0,6,2,5,0,4
1137,35,0,Travel_Frequently,Sales,11,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,4968,1,No,11,Alta,Muy_Alta,1,5,3,5,0,2
1138,49,0,Travel_Rarely,Sales,8,Secundaria,Technical Degree,Muy_Alta,Media,4,Sales Executive,Media,Married,13120,6,No,17,Alta,Media,1,22,3,9,2,3
1140,34,0,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,Muy_Alta,Alta,2,Manufacturing Director,Alta,Single,4033,2,No,11,Alta,Muy_Alta,0,5,3,3,0,2
1143,29,0,Travel_Frequently,Research & Development,10,Universitaria,Life Sciences,Muy_Alta,Alta,1,Research Scientist,Alta,Divorced,3291,0,No,14,Alta,Muy_Alta,2,8,2,7,1,1
1148,42,0,Travel_Rarely,Research & Development,29,Primaria,Medical,Media,Baja,2,Laboratory Technician,Baja,Single,4272,4,No,19,Alta,Baja,0,16,3,1,0,0
1150,29,0,Travel_Rarely,Research & Development,8,Secundaria,Medical,Media,Media,2,Manufacturing Director,Media,Married,5056,1,Yes,15,Alta,Alta,1,10,2,10,1,2
1152,38,0,Travel_Rarely,Human Resources,1,Universitaria,Human Resources,Alta,Muy_Alta,1,Human Resources,Muy_Alta,Married,2844,1,No,13,Alta,Muy_Alta,1,7,2,7,5,0
1154,28,0,Travel_Frequently,Research & Development,6,Secundaria,Life Sciences,Alta,Media,1,Research Scientist,Alta,Divorced,2703,1,Yes,14,Alta,Muy_Alta,1,3,2,3,0,2
1156,18,1,Non-Travel,Research & Development,8,Universitaria,Medical,Alta,Alta,1,Laboratory Technician,Alta,Single,1904,1,No,12,Alta,Muy_Alta,0,0,0,0,0,0
1157,33,1,Travel_Rarely,Sales,9,Universitaria,Marketing,Baja,Alta,2,Sales Executive,Alta,Single,8224,0,Yes,17,Alta,Baja,0,6,3,5,0,3
1158,41,0,Travel_Rarely,Research & Development,12,Universitaria,Life Sciences,Media,Alta,1,Laboratory Technician,Alta,Married,4766,3,Yes,11,Alta,Baja,1,6,4,1,0,0
1160,31,1,Travel_Frequently,Research & Development,15,Universitaria,Medical,Alta,Alta,1,Laboratory Technician,Alta,Married,2610,1,No,12,Alta,Alta,1,2,5,2,2,2
1161,37,0,Travel_Rarely,Research & Development,25,Secundaria,Medical,Alta,Media,2,Healthcare Representative,Media,Divorced,5731,7,No,13,Alta,Alta,2,9,2,6,1,3
1162,27,0,Travel_Rarely,Research & Development,6,Universitaria,Life Sciences,Muy_Alta,Media,1,Research Scientist,Media,Married,2539,1,No,13,Alta,Alta,1,4,0,4,2,2
1163,34,0,Travel_Rarely,Sales,9,Universitaria,Life Sciences,Media,Alta,2,Sales Executive,Alta,Married,5714,1,No,20,Muy_Alta,Baja,0,6,3,6,1,3
1164,35,0,Travel_Rarely,Human Resources,8,Universitaria,Technical Degree,Alta,Alta,1,Human Resources,Alta,Single,4323,1,No,17,Alta,Media,0,6,2,5,1,4
1165,29,1,Travel_Rarely,Sales,23,Secundaria,Life Sciences,Muy_Alta,Media,3,Sales Executive,Media,Married,7336,1,No,13,Alta,Baja,1,11,3,11,3,10
1166,40,0,Travel_Frequently,Research & Development,9,Universitaria,Medical,Media,Alta,3,Research Director,Alta,Single,13499,9,No,17,Alta,Alta,0,20,3,18,2,13
1167,42,1,Travel_Frequently,Sales,12,Universitaria,Life Sciences,Alta,Alta,4,Sales Executive,Alta,Single,13758,0,Yes,12,Alta,Media,0,22,2,21,13,14
1171,42,0,Travel_Rarely,Sales,4,Universitaria,Marketing,Media,Alta,2,Sales Executive,Alta,Single,5155,7,No,13,Alta,Muy_Alta,0,9,3,6,1,5
1172,35,0,Travel_Rarely,Research & Development,1,Secundaria,Medical,Muy_Alta,Media,1,Laboratory Technician,Media,Married,2258,6,No,12,Alta,Media,1,10,2,8,1,7
1173,24,0,Travel_Rarely,Research & Development,24,Universitaria,Medical,Muy_Alta,Alta,1,Laboratory Technician,Alta,Single,3597,8,No,22,Muy_Alta,Muy_Alta,0,6,2,4,1,2
1175,28,1,Travel_Rarely,Research & Development,12,Universitaria,Life Sciences,Alta,Alta,1,Laboratory Technician,Alta,Married,2515,1,Yes,11,Alta,Muy_Alta,0,1,4,1,0,0
